_id,_name,_shortName,_kana,_artist,_detailInfo,_dictionaryReference,_dictionaryComment,_bandCategory,_masterGroupId,_jacketImageName,_masterBgmId,_previewMasterBgmId,_locked,_obtainType,_isAcLevelMusic,_releaseDateTime,_masterReleaseLabelId
4053,前進！！重新開始,前進！！重新開始,コーリスタート,Liella!,"作詞：宮嶋淳子<br>作曲：石黑 剛 , 常樂寺 澪<br>編曲：石黑 剛",,TV動畫『LoveLive!スーパースター!!』2期 第3話插入曲。櫻小路希奈子が加入し6人體制になったLiella!最初の曲。Liella!の再出發、決意を表した積極向前な歌曲詞となっている。チアリーディングを連想するようなドラムで自然と身體が動き出す應援ソング。<br>,4,400,jacket_4053,31004053,32004053,0,0,0,2022/08/17,1
4054,維他命夏天！,維他命夏天！,ヒタミンサマー,Liella!,作詞：宮嶋淳子<br>作曲・編曲：ヒゲドライバー,,鬼塚夏美が加入して9人となったLiella!が初めて披露した樂曲。成員がそれぞれ違った形をしたカチューシャを付けているのが印象的。Bメロにクラップパートがありさらに盛り上がる。<br>,4,400,jacket_4054,31004054,32004054,0,0,0,2022/09/21,1
4055,機會日，機會路！,機會日，機會路！,チャンステイチャンスウェイ,Liella!,作詞：宮嶋淳子<br>作曲・編曲：津波幸平,,LoveLive!地区予選で披露された樂曲で「道」をテーマにしている。LoveLive!傳統の和ロックのなかでも新しい可能性を提示した挑戰的な樂曲。和風の衣装やおみこしを担いでいるような振付で誰もがお祭り氣分になれる。<br>,4,400,jacket_4055,31004055,32004055,0,0,0,2022/09/21,1
4056,歌唱！閃耀！微笑！,歌唱！閃耀！微笑！,シンクシャインスマイル,Liella!,作詞：宮嶋淳子<br>作曲：小幡康裕<br>編曲：前田 佑<br>弦編曲：兼松 衆,,LoveLive!東京大會で披露された樂曲。合宿を通して導き出したLiella!にとっての「本当の歌曲」。1、2年生が初めて一緒になって製作した。衣装は2nd演唱會で着用されたものとなっている。<br>,4,400,jacket_4056,31004056,32004056,0,0,0,2022/10/19,1
4057,能聽見未來之音,能聽見未來之音,ミライノオトカキコエル,Liella!,作詞：宮嶋淳子<br>作曲：小幡康裕<br>編曲：兼松 衆,,LoveLive!決勝で披露された樂曲。これまでがつまったLiella!の「LoveLive!」を象徴する一曲。各成員の歌曲唱パートと歌曲詞の内容がマッチしている。曲の最後9人で星型になるフォーメーションが印象的。<br>,4,400,jacket_4057,31004057,32004057,0,0,0,2022/10/19,1
4059,心動一擊☆,心動一擊☆,キラアキユウン,Liella!,作詞：宮嶋淳子<br>作曲・編曲：大熊淳生,,スクフェス2の主題曲である「奇蹟新故事」のC/W 曲。キャッチーなイントロやサビが印象的な一曲。大切な人と會う前日のドキドキやワクワクの詰まった樂しい歌曲詞にも注目。,4,400,jacket_4071,31004059,32004059,0,0,0,2023/05/19,223063007
4060,蝴蝶之翼,蝴蝶之翼,ハタフライウィンク,ウィーン・マルガレーテ(CV.結那),作詞：宮嶋淳子<br>作曲・編曲：森 悠也,,薇恩・瑪格麗特が初めて披露した樂曲。またこの曲で代々木學園偶像フェスで優勝した。1人で高みを目指すマルガレーテにぴったりな力強い歌曲詞やパフォーマンスが圧倒的な強者としてのオーラを醸し出している。<br>,4,402,jacket_4060,31004060,32004060,0,0,0,2022/11/30,1
4061,寶石,寶石,エーテルシュタイン,ウィーン・マルガレーテ(CV.結那),作詞：宮嶋淳子<br>作曲・編曲：森 悠也,,LoveLive!東京大會で披露された。マルガレーテが澀谷香音に対して見せた彼女にとっての「本当の歌曲」。願いのために自分だけを信じパフォーマンスする彼女の覺悟と強さが現れている。舞臺の劇中歌曲のような壮大でオーケストラルな樂曲。<br>,4,402,jacket_4060,31004061,32004061,0,0,0,2022/11/30,1
4064,殘響,殘響,リハーフ,葉月 戀(CV.青山なぎさ),作詞：宮嶋淳子<br>作曲・編曲：桑原まこ,,葉月 戀初のソロ曲。戀の母(花)への想いを感じさせる樂曲。また1番と2番で戀の心情の変化が感じられる。演唱會&ファンミーティングツアー東京Day.2で初披露された。間奏で上を見上げ頷く描写が印象的なバラード。<br>,4,490,jacket_4064,31004064,32004064,0,0,0,2022/01/26,1
4065,射擊之聲！！,射擊之聲！！,シューティンクホイス,Liella!,作詞：宮嶋淳子<br>作曲：小幡康裕<br>編曲：出羽良彰,,「LoveLive!系列のオールナイトニッポンGOLD」タイアップ企画スプリット單曲。夜遅くにラジオを聴いている情景が浮かび上がる曲。アカペラから始まる歌曲いだしで一氣にLiella!の歌曲聲に引き込まれる。また、聲を飛ばしているような振付が印象的。<br>,4,400,jacket_4065,31004065,32004065,0,0,0,2021/11/24,1
4066,夢想者雲霄飛車,夢想者雲霄飛車,トリームコースターア,澀谷香音(CV.伊達さゆり),作詞：宮嶋淳子<br>作曲：小幡康裕<br>編曲：森 悠也,,放送時は澀谷香音によって1番が歌曲唱された。かのんのルーツでもあるスペインっぽさが感じられるフラメンコ調の伴奏がたのしい。未来に向かって進むことへのドキドキやハラハラも樂しめるようになる一曲。<br>,4,490,jacket_4066,31004066,32004066,0,0,0,2022/10/26,1
4067,夢想者雲霄飛車,夢想者雲霄飛車,トリームコースターイ,櫻小路希奈子(CV.鈴原希実),作詞：宮嶋淳子<br>作曲：小幡康裕<br>編曲：森 悠也,,放送時は櫻小路希奈子によって2番が歌曲唱された。MVでは雲を綿あめのように食べたりコースターに乗って樂しむきな子の可愛い描写がたくさんある。未来を自分で作っていく積極向前な氣持ちが表れた一曲。<br>,4,490,jacket_4066,31004067,32004067,0,0,0,2022/10/26,1
4068,染上色彩的透明,染上色彩的透明,イロツイテトウメイ,Liella!,作詞：宮嶋淳子<br>作曲：藤井萬利子<br>編曲：石黑 剛,,歡迎來到我們的世界 / Go!! リスタート 【第1話盤】カップリング。まだ何も決まっていない未来を何色にも染まっていない透明と重ねた歌曲詞が積極向前で勇氣をくれる。ピアノから始まるイントロの、独特の浮遊感が特徴的。<br>,4,400,jacket_4052,31004068,32004068,0,0,0,2022/08/17,1
4069,搖曳吧,搖曳吧,ユラクワ,Liella!,作詞：宮嶋淳子<br>作曲：めんま<br>編曲：家原正樹,,弱い氣持ちと強い氣持ちの間で揺らぐ心情を表している。特にサビの前半では揺らぐ氣持ちを歌曲い後半では情熱を信じ揺らがない氣持ちを歌曲い華麗に対比されている。聴いていると勇氣が湧いてくる1曲。<br>,4,400,jacket_4053,31004069,32004069,0,0,0,2022/08/17,1
4071,奇蹟新故事,奇蹟新故事,ミラクルニユウストオリイ,Liella!,作詞：畑 亞貴<br>作曲：小幡康裕<br>編曲：EFFY,スマートフォンアプリ「LoveLive!　學園偶像フェスティバル２ MIRACLE LIVE!」主題曲,スクフェス2主題曲で、Liella!の初となるスクフェスタイアップ曲。跳ねるようなカッティングギターが何でもやってみようという挑戰する氣持ちが元氣をくれる。一緒に歌曲おうや遊ぼうと言った歌曲詞からお祭り氣分を味わえ聴いているだけで樂しくなれる。,4,400,jacket_4071,31004071,32004071,0,0,0,2023/05/19,1
4073,無盡迴路,無盡迴路,エントレスサーキットア,唐 可可(CV.Liyuu),作詞：宮嶋淳子<br>作曲：小幡康裕<br>編曲：森 悠也,,放送時は唐可可によって1番が歌曲唱された。MVでは平安名堇と競り合うシーンや最後に二人でギャラクシーポーズをするのが印象的。また1番の歌曲詞もライバルと競い合うことが主要で描かれている。<br>,4,490,jacket_4066,31004073,32004073,0,0,0,2022/10/26,1
4074,無盡迴路,無盡迴路,エントレスサーキットイ,平安名すみれ(CV.ペイトン尚未),作詞：宮嶋淳子<br>作曲：小幡康裕<br>編曲：森 悠也,,放送時は平安名堇によって2番が歌曲唱された。MVでは1番の時と違い唐可可に助けてもらった後、仲良く並走するシーンが印象的。また2番の歌曲詞もライバルと助け合うことが描かれている。<br>,4,490,jacket_4066,31004074,32004074,0,0,0,2022/10/26,1
4075,迷宮讃歌,迷宮讃歌,メイキュウサンカア,葉月 戀(CV.青山なぎさ),作詞：宮嶋淳子<br>作曲：小幡康裕<br>編曲：森 悠也,,放送時は葉月 戀によって1番が歌曲唱された。MVでは不思議の國のような世界をチビと冒險しているのが印象的。迷宮を手探りでも進んでいく希望が感じられるタンゴ風の曲調も樂しい一曲。<br>,4,490,jacket_4066,31004075,32004075,0,0,0,2022/10/26,1
4076,迷宮讃歌,迷宮讃歌,メイキュウサンカイ,鬼塚夏美(CV.繪森 彩),作詞：宮嶋淳子<br>作曲：小幡康裕<br>編曲：森 悠也,,放送時は鬼塚夏美によって2番が歌曲唱された。MVではハートの女王のようになった夏美や戀とチビの上に乗って夜空を飛ぶシーンが印象的。迷宮を迷った日々に連想し、そんな日々も宝物になるという積極向前な歌曲詞となっている。<br>,4,490,jacket_4066,31004076,32004076,0,0,0,2022/10/26,1
4077,首要冒險,首要冒險,フライムアトヘンチャー,Liella!,作詞：宮嶋淳子<br>作曲：小幡康裕<br>編曲：森 悠也,,リエラのうたで初めて9人で歌曲唱された。MVでは自然を満喫する成員や各成員カラーをしたドアから顏を覗かせていたのが印象的。光を追いかけて冒險する危険もみんなで乗り越えていくといった積極向前な氣持ちが感じられる一曲。<br>,4,400,jacket_4066,31004077,32004077,0,0,0,2022/10/26,1
4078,遊行總是,遊行總是,ハレートハイツモア,米女メイ(CV.薮島朱音),作詞：宮嶋淳子<br>作曲：小幡康裕<br>編曲：森 悠也,,放送時は米女芽衣によって1番が歌曲唱された。MVでは可愛い衣装に変身するメイやトロッコに乗って四季とシャボン玉を吹いているのが印象的。パレードの樂しい雰囲氣が曲調からも傳わってくる一曲。<br>,4,490,jacket_4066,31004078,32004078,0,0,0,2022/10/26,1
4079,遊行總是,遊行總是,ハレートハイツモイ,若菜四季(CV.大熊和奏),作詞：宮嶋淳子<br>作曲：小幡康裕<br>編曲：森 悠也,,放送時は若菜四季によって2番が歌曲唱された。MVではカメを頭に乗せた四季やメイとトロッコに乗って空を冒險するのが印象的。戸惑うより樂しもうといった積極向前な氣持ちにさせられるカーニバル調の一曲。<br>,4,490,jacket_4066,31004079,32004079,0,0,0,2022/10/26,1
4080,奔跑旋轉木馬,奔跑旋轉木馬,カケルメリーコーラントイ,澀谷香音(CV.伊達さゆり),作詞：宮嶋淳子<br>作曲：小幡康裕<br>編曲：森 悠也,,放送時は澀谷香音によって2番が歌曲唱された。MVでは同じメリーゴーランドにかのんと千砂都の2人が一緒に乗って遊んでいるのが印象的。回転木馬のように同じ日々が回っているようで同じじゃない日々をつくっていくという暖かさが溢れた一曲。<br>,4,490,jacket_4066,31004080,32004080,0,0,0,2022/10/26,1
4081,奔跑旋轉木馬,奔跑旋轉木馬,カケルメリーコーラントア,嵐 千砂都(CV.岬 なこ),作詞：宮嶋淳子<br>作曲：小幡康裕<br>編曲：森 悠也,,放送時は嵐千砂都によって1番が歌曲唱された。MVでは一人で寂しそうに座っている千砂都に手を差し伸べるかのんが印象的。同じペースで進んでいくメリーゴーランドになぞられた歌曲詞が幼馴染のかのんと千砂都にぴったりの一曲。<br>,4,490,jacket_4066,31004081,32004081,0,0,0,2022/10/26,1
4082,出發時刻,出發時刻,タイムトウコオ,Liella!,作詞：宮嶋淳子<br>作曲：小幡康裕<br>編曲：森 悠也,,リエラのうた2つ目の9人で披露された樂曲。MVでは觀覧車に乗ってうたた寝をする成員やサビで顏を覗かせる成員が印象的。1周した劇情がそれで終わるのではなく劇情は続き、また新しいスタートが訪れるという歌曲になっている。<br>,4,400,jacket_4066,31004082,32004082,0,0,0,2022/10/26,1
4083,嘟嘟嘟！,嘟嘟嘟！,トウトウトウ,Liella!,作詞：宮嶋淳子<br>作曲・編曲：高木誠司,,季節の終わりと始まりを感じる1曲。演唱會&ファンミーティングツアーで初披露され全公演のラストを飾った。サビの「トゥ トゥ トゥ」に合わせて指を振る振り付けや最後に隣の人と指を合わせる振り付けなどファンも真似できるような振り付けが印象的。<br>,4,400,jacket_4083,31004083,32004083,0,0,0,2022/02/25,1
4084,紀念日,紀念日,アニハーサリーア,唐 可可(CV.Liyuu),作詞：宮嶋淳子<br>作曲：小幡康裕<br>編曲：森 悠也,,TV動畫『LoveLive!スーパースター!!』1期第4話特別パート樂曲。放送時は唐可可によって１番が歌曲唱された。モチーフとなっている花はハマユウ。花言葉のように「どこか遠くへ」旅立つ別れの日を記念日とした歌曲詞が切ないながらも積極向前に感じられる。<br>,4,490,jacket_4011,31004084,32004084,0,0,0,2021/10/27,1
4085,親愛的你們,親愛的你們,ティアースイ,平安名すみれ(CV.ペイトン尚未),作詞：宮嶋淳子<br>作曲：小幡康裕<br>編曲：森 悠也,,TV動畫『LoveLive!スーパースター!!』1期第11話特別パート樂曲。放送時は平安名堇によって2番が歌曲唱された。タイトルにもある「親しみ深い」人に嬉しい氣持ちを届けるような情景が浮かび上がる。<br>,4,490,jacket_4011,31004085,32004085,0,0,0,2021/10/27,1
4086,回憶,回憶,メモリースア,澀谷香音(CV.伊達さゆり),作詞：宮嶋淳子<br>作曲：小幡康裕<br>編曲：森 悠也,,TV動畫『LoveLive!スーパースター!!』第2話特別パート樂曲。モチーフとなっている花はエーデルワイス。その花言葉でもある「勇氣」をもらえる歌曲詞が印象的な曲。切なげなオーケストラのサウンドが、ダイレクトな歌曲詞を一層引き立たせる。<br>,4,490,jacket_4011,31004086,32004086,0,0,0,2021/10/27,1
4087,訊息,訊息,メッセーシア,平安名すみれ(CV.ペイトン尚未),作詞：宮嶋淳子<br>作曲：小幡康裕<br>編曲：森 悠也,,TV動畫『LoveLive!スーパースター!!』1期第6話特別パート樂曲。放送時は平安名堇によって１番が歌曲唱された。モチーフとなっている花はヘレニウム。花言葉の「涙」で、夢の種が芽を出すという歌曲詞が積極向前で勇氣をくれる。<br>,4,490,jacket_4011,31004087,32004087,0,0,0,2021/10/27,1
4088,響鈴！,響鈴！,リンキンクイ,唐 可可(CV.Liyuu),作詞：宮嶋淳子<br>作曲：小幡康裕<br>編曲：森 悠也,,放送時には唐可可よって2番が歌曲唱された。できなかったことの中で何かに氣づいて成長していくといった歌曲詞が積極向前で元氣になれる。歌曲うようなヴァイオリンと、サビのベルを鳴らすような振付が印象的。,4,490,jacket_4011,31004088,32004088,0,0,0,2021/10/27,1
4089,理想鄉魔法,理想鄉魔法,ユウトヒアマシツク,Liella!,作詞：宮嶋淳子<br>作曲：Aira<br>編曲：EFFY,,ハッピーな雰囲氣が漂う１曲。樂園や素敵な場所といったユートピアを連想される歌曲詞が澤山散りばめられている。Liella! 3rd演唱會ツアーではトロッコに乗って披露された。會場が一體となって盛り上がるのが印象的。<br>,4,400,jacket_4054,31004089,32004089,0,0,0,2022/09/21,1
4090,流行談話,流行談話,ホツフトオキンク,Liella!,"作詞：宮嶋淳子<br>作曲：YOU for YUU, Giz Mo’(from Jam9)<br>編曲：YOU for YUU",,SNSにて#踊リエラのタグで色々なダンスが公開された樂曲。友達とおしゃべりしているようなラップ調の歌曲詞が印象的。3rd演唱會ツアーではトロッコに乗って披露された。<br>,4,400,jacket_4055,31004090,32004090,0,0,0,2022/09/21,1
4091,未完待續,未完待續,トウウヒイコンテエニウト,Liella!,作詞：宮嶋淳子<br>作曲：めんま<br>編曲：家原正樹,,叶えた夢をゴールとせずスタートラインとして次に向かっていく熱い氣持ちが感じられる一曲。Liella! 3rd演唱會ツアーのラストを飾った。サビの腕を振る振付が印象的でファンとキャストが一體となれる。<br>,4,400,jacket_4057,31004091,32004091,0,0,0,2022/10/19,1
4092,像互喚名字那樣,像互喚名字那樣,ナマエヨヒアウヨウニ,Liella!,作詞：宮嶋淳子<br>作曲：Tak Miyazawa<br>編曲：白戸佑輔,,大切な人との絆を歌曲うバラード曲。Liella! 3rd演唱會ツアーで初披露された。「目と目がいまかさなったよ」という歌曲詞の時、成員が見つめ合うシーンや最後にひとりずつ背中を押しあう振付が印象的。,4,400,jacket_4056,31004092,32004092,0,0,0,2022/10/19,1
4094,星空獨白,星空獨白,ホシソラモノロオク,"澀谷香音(CV.伊達さゆり) , 唐 可可(CV.Liyuu) , 嵐 千砂都(CV.岬 なこ) , 平安名すみれ(CV.ペイトン尚未) , 葉月 戀(CV.青山なぎさ)",作詞：宮嶋淳子<br>作曲・編曲：小幡康裕,,Liella!1期生による、優しいアコースティックギターのサウンドが印象的なバラード。上手くいかなかった過去も、改めて振り返るとすべて自分の力になっていたと氣付かせてくれる樂曲。,4,499,jacket_4094,31004094,32004094,0,0,0,2022/12/23,223071001
4095,綻放之舞！舞蹈！,綻放之舞！舞蹈！,フルウミンクタンスタンス,"櫻小路希奈子(CV.鈴原希実) , 米女メイ(CV.薮島朱音) , 若菜四季(CV.大熊和奏) , 鬼塚夏美(CV.繪森 彩)","作詞：宮嶋淳子<br>作曲：YUU for YOU, Giz'Mo(from Jam9)<br>編曲：YUU for YOU",,新しい世界に飛び込んで、夢に向かって頑張る姿を描いた歌曲詞が元氣をくれる。賑やかなサウンドとポップなメロディーが、Liella!2期生のフレッシュな氣持ちを現しているような一曲。,4,499,jacket_4095,31004095,32004095,0,0,0,2023/01/27,223071001
4096,包括你,包括你,インクルウテインクユウ,Liella!,作詞：宮嶋淳子<br>作曲：由良崇将<br>編曲：EFFY,,憧れの人・大切な人への最大限のリスペクトと感謝が込められた樂曲。夜明けを感じるような透明感あふれるミディアムバラードの、テンポが心地よい一曲。,4,400,jacket_4096,31004096,32004096,0,0,0,2023/02/24,223071001
4097,自由飛行,自由飛行,フリイフライト,澀谷香音(CV.伊達さゆり),"作詞：宮嶋淳子<br>作曲：INFX, Nurhadaina Binte Ariffin<br>編曲：INFX, 家原正樹",,澀谷香音のソロ曲。TV動畫2期で留學を決めたかのんの決意を感じさせるような一曲。ラストに向けて加速するBPMが印象的なオルタナティブロック。,4,490,jacket_4106,31004097,32004097,0,0,0,2023/03/15,223071001
4098,星塵巡航,星塵巡航,ホシクスクルウシンク,唐 可可(CV.Liyuu),作詞：宮嶋淳子<br>作曲・編曲：小幡康裕,,唐可可のソロ曲。終わりがあると分かっていながらも「ずっと一緒にいたい」という氣持ちが込められた切ないミディアムロック。1學年進學したことでの可可の成長を感じさせる。,4,490,jacket_4106,31004098,32004098,0,0,0,2023/03/15,223071001
4099,成為思念你的花,成為思念你的花,キミヲオモウハナニナル,嵐 千砂都(CV.岬 なこ),"作詞：宮嶋淳子<br>作曲：石黑 剛, 常樂寺 澪<br>編曲：石黑 剛",,嵐千砂都のソロ曲。”「やさしさ」ってなんだろう？”という印象的な歌曲詞で始まるミディアムバラード。言葉だけでなく、誰かの支えになれるような自分になるという決意を感じさせる樂曲。,4,490,jacket_4106,31004099,32004099,0,0,0,2023/03/15,223071001
4100,星光祈禱,星光祈禱,スタアリイフレイヤア,平安名すみれ(CV.ペイトン尚未),作詞：宮嶋淳子<br>作曲・編曲：JunPayer<br>弦編曲：吉岡龍汰,,平安名堇のソロ曲。自分を変えてくれた”君”への感謝と、どんなことがあっても”君”の隣にいることを諦めないという覺悟を感じさせる一曲。運命に抗うようなロックバラード。,4,490,jacket_4106,31004100,32004100,0,0,0,2023/03/15,223081402
4101,午夜狂想曲,午夜狂想曲,ミツトナイトラフソテイ,葉月 戀(CV.青山なぎさ),作詞：宮嶋淳子<br>作曲：山田智和<br>編曲：住谷翔平<br>管編曲：井上泰久,,葉月 戀のソロ曲。魅力的な新しい世界にだんだん惹かれていく様子が、スカのリズムに後押しされるように加速していくのが印象的な樂曲。情熱的な歌曲詞が、TV動畫2期で新たな一面を見せた戀と重なる。,4,490,jacket_4106,31004101,32004101,0,0,0,2023/03/15,223081402
4102,初學者搖滾！！,初學者搖滾！！,ヒキナアスロツク,櫻小路希奈子(CV.鈴原希実) ,作詞：宮嶋淳子<br>作曲・編曲：野崎心平,,櫻小路希奈子のソロ曲。知らないことも経驗がないことも、積極向前に捉えて挑戰する歌曲詞がきな子と重なるようなポップなロックチューン。元氣いっぱいのサウンドが背中を押してくれるような一曲。,4,490,jacket_4106,31004102,32004102,0,0,0,2023/03/15,223081402
4103,茜心,茜心,アカネココロ,米女メイ(CV.薮島朱音),作詞：宮嶋淳子<br>作曲・編曲：めんま,,米女芽衣のソロ曲。激しく疾走感のあるピアノのロックサウンドが、情熱的に夢と向き合う歌曲詞を真っ直ぐ届けてくれる樂曲。憧れるだけでなく自身も學園偶像になると決めたメイの決意を感じさせる。,4,490,jacket_4106,31004103,32004103,0,0,0,2023/03/15,223081402
4104,玻璃球拒絕,玻璃球拒絕,カラスホオルリシエクシヨン,若菜四季(CV.大熊和奏),作詞：宮嶋淳子<br>作曲：めんま<br>編曲：Eunsol(1008),,若菜四季のソロ曲。”君”によっていろいろな感情を知り、世界が鮮やかに廣がっていく様子が、静かに且つ力強く表現されているダンスミュージック。ガラスボールのように透明感のある四季の歌曲聲が印象的。,4,490,jacket_4106,31004104,32004104,0,0,0,2023/03/15,223081402
4105,請把目光給我,請把目光給我,アイヲチヨウタイ,鬼塚夏美(CV.繪森 彩),作詞：宮嶋淳子<br>作曲・編曲：中嶋純子<br>管編曲：森 悠也,,鬼塚夏美のソロ曲。キャッチーな歌曲詞とメロディに加え、ポップなサウンドが印象的な樂曲。本音を知られないように近づいていく姿が、夏美の小惡魔的性格と重なる。,4,490,jacket_4106,31004105,32004105,0,0,0,2023/03/15,223081402
4106,第二次閃耀,第二次閃耀,セカントスハアクル,Liella!,作詞：宮嶋淳子<br>作曲：めんま<br>編曲：水野谷 怜,,Liella!の2nd 專輯「第二次閃耀」リード曲。疾走感の溢れるロックチューンと、夢を追うだけでなく『叶えてみせる』と言い切る強氣な歌曲詞が勇氣をくれる1曲。,4,400,jacket_4106,31004106,32004106,0,0,0,2023/03/15,223061105
4107,我的交響曲 ～2022版～,我的交響曲 ～2022版～,ワタシノシンフオニイイ,Liella!,"作詞：宮嶋淳子<br>作曲：高木誠司、高慶""CO-K""卓史<br>編曲：高慶""CO-K""卓史<br>弦管編曲：兼松 衆",,1期生と2期生で歌曲う「我的交響曲」。1番は2期生だけで歌曲っており、初めて1期生と2期生で演唱會パフォーマンスをしたTV動畫2期OP&ED主題歌曲連動リリース活動にて披露された。,4,400,jacket_4106,31004107,32004107,0,0,0,2023/03/15,223061105
4108,宇宙！！,宇宙！！,ユニハアス,Liella!,作詞：宮嶋淳子<br>作曲・編曲：哥丸雄貴<br>弦編曲：出羽良彰,Liella! CLUB入會特典グッズ「LoveLive!スーパースター!! Liella! CLUB CD SET 2023」,2023年4月よりサービス開始したLiella! CLUBの入會特典グッズ「LoveLive!スーパースター!! Liella! CLUB CD SET 2023」に収録。ストリングスと繰り返されるシンガロングが、どこまでも廣がる宇宙のような壮大さを感じさせる。聲と聲とで氣持ちが繋がった時の、喜びにあふれた樂曲。,4,400,jacket_4108,31004108,32004108,0,0,0,2023/07/05,223101301
4110,跳進新世界,跳進新世界,シヤンフイントウサニユウワアルト,Liella!,作詞：宮嶋淳子<br>作曲：水野谷 怜<br>編曲：河合泰志,Liella!ユニットミニ專輯「Jump Into the New World」,新たに3期生2名を加え、11人となったLiella!で初めて歌曲うユニットミニ專輯リード曲。ビートの強さと浮遊感の対比が特徴的なダンスチューン。これまで繋いできた絆と、新たな幕開けを感じさせる1曲。,4,400,jacket_4110,31004110,32004110,0,0,0,2023/08/02,223091002
4111,交替,交替,オルタネイト,CatChu!,作詞：宮嶋淳子<br>作曲・編曲：めんま,Liella!ユニットミニ專輯「Jump Into the New World」,澀谷香音、平安名堇、米女芽衣からなるユニット・CatChu!の1曲目となる樂曲。”君”と”僕”が、もがきながらも諦めずに手を取り合うことで希望を見出す様が青春を感じさせる1曲。ストレートなロックサウンドに熱い歌曲詞が印象的。,4,403,jacket_4110,31004111,32004111,0,0,0,2023/08/02,223101301
4112,影子遊戲,影子遊戲,カケアソヒ,CatChu!,作詞：宮嶋淳子<br>作曲・編曲：清田直人,Liella!ユニットミニ專輯「Jump Into the New World」,CatChu!の2曲目となる樂曲。情熱的なアコースティックギターの音色とラテンのようなリズムが印象的。まだ見ぬ未来への不安や焦りを感じながらも、自分次第でどんなものにでもなれる、と言い聞かせるような歌曲詞が思春期の葛藤を感じさせる1曲。,4,403,jacket_4110,31004112,32004112,0,0,0,2023/08/02,223110801
4113,天鵝絨,天鵝絨,ヘロア,KALEIDOSCORE,作詞：宮嶋淳子<br>作曲・編曲：めんま<br>弦編曲：Hoffnung,Liella!ユニットミニ專輯「Jump Into the New World」,唐可可、葉月 戀、薇恩・瑪格麗特からなるユニット・KALEIDOSCOREの1曲目となる樂曲。「これ以上は追い掛けない」と好きな人への切ない氣持ちを歌曲ったラブソング。どこか懐かしさを感じさせるサウンドと、天鵝絨のように滑らかなメロディが美しい。,4,404,jacket_4110,31004113,32004113,0,0,0,2023/08/02,223101301
4114,不可視之藍,不可視之藍,フカシナフルウ,KALEIDOSCORE,"作詞：宮嶋淳子<br>作曲：大畑拓也 , ぬゆり<br>弦編曲：岩嵜壮志",Liella!ユニットミニ專輯「Jump Into the New World」,KALEIDOSCOREの2曲目となる樂曲。少しずつ氣持ちが加速するようなメロディと、サビで一氣に世界が拓けるようなサウンドが感動的な1曲。これまで隠してきた寂しい思いや我慢していた氣持ちを、初めて見せてもいいと思えた”君”への歌曲。,4,404,jacket_4110,31004114,32004114,0,0,0,2023/08/02,223110801
4115,舞動樹莓,舞動樹莓,タンシンクラスヘリイ,5yncri5e!,"作詞：宮嶋淳子<br>作曲：ArmySlick , 常樂寺 澪<br>編曲：ArmySlick",Liella!ユニットミニ專輯「Jump Into the New World」,嵐千砂都、櫻小路希奈子、若菜四季、鬼塚夏美、鬼塚冬毬からなるユニット・5yncri5e!の1曲目となる樂曲。心地よいリズムに、「感じるままに踊ろう」と誘われるようなダンスチューン。「自分ってサイコー！」と言える強さが勇氣をくれる1曲。,4,405,jacket_4110,31004115,32004115,0,0,0,2023/08/02,223101301
4116,一點點愛,一點點愛,アリトルラフ,5yncri5e!,"作詞：宮嶋淳子<br>作曲：Eunsol(1008) , 小久保祐希<br>編曲：Eunsol(1008)",Liella!ユニットミニ專輯「Jump Into the New World」,5yncri5e!の2曲目となる樂曲。浮遊感がありながらも力強いサウンドによって、一氣に曲の世界に引き込まれるようなEDM。真っ直ぐに氣持ちや想いを傳えてくれる「わたし」が、眩しくも温かく感じる、いろいろな愛の詰まった曲。,4,405,jacket_4110,31004116,32004116,0,0,0,2023/08/02,223110801
4117,搖起來☆☆☆,搖起來☆☆☆,シエキラ,Liella!,"作詞：宮嶋淳子<br>作曲・編曲：小池龍暉 , Hoffnung",『LoveLive!スーパースター!! Liella! 5th LoveLive! ～Twinkle Triangle～』主題曲,Liella! 5th演唱會の主題曲。勢いのあるトランペットで始まるノリの良いイントロで、ショーの開幕を感じさせる樂曲。思わず體を揺らしたくなるリズムとキャッチーなメロディが印象的。,4,400,jacket_4117,31004117,32004117,0,0,0,2024/01/10,224012006
4118,夢幻,夢幻,フアンタステイツク,Liella!,"作詞：宮嶋淳子<br>作曲：YUU for YOU , Giz'Mo(from Jam9)<br>編曲：YUU for YOU",『LoveLive!スーパースター!! Liella! 5th LoveLive! ～Twinkle Triangle～』主題曲單曲C/W 曲,Liella! 5th演唱會主題曲單曲CW曲。どこか懐かしくも新しいサウンドが心地よいEDM。一見強氣な片思いのようで、自分に言い聞かせるように何度も同じ言葉が繰り返されている歌曲詞がいじらしい。,4,400,jacket_4117,31004118,32004118,0,0,0,2024/01/10,224012006
